Name,Common name,SMILE,Odor,target,Odor Class,ABCIndex,Acidic Group Count,Basic Group Count,Adjacency Matrix,Aromatic Atom Count,Aromatic Bond Count,Atom Count,Autocorrelation ATS,Autocorrelation ATSC,BalabanJ,Barysz Matrix ,BCUT,BertzCT,BondCount,CarbonTypes,Chi,ConstitutionalSum,ConstitutionalMean,DistanceMatrix,EccentricConnectivityIndex,AtomTypeEState,EtaCoreCount,EtaShapeIndex,EtaVEMCount,FragmentComplexity,Framework,HBondAcceptor,HBondDonor,InformationContent,VMcGowan,LabuteASA,MID,PathCount,APol,Bpol,RingCount,nRot,SLogP,JGT10,Diameter,TopoShapeIndex,TopoPSA,Vabc,VAdjMat,MWC01,MW,WPath,Zagreb1
allylethyl persulfide,ethyl allyl disulphide,CCSSCC=C,"Alliceous, onion, garlic-like",1,Alliaceaous,4.242640687,0,0,0.359095678,0,0,17,2787.168445,1726.909326,2.447472888,8.963340064,32.16050671,43.34481289,16,3,5.535533906,10.08324852,0.593132266,16.6253823,54,0,4.166666667,0.24,4,6.02,0,2,0,1.332820405,109.71,53.15559859,12.83378878,6,20.81793,12.49207,0,4,2.5737,0.213472222,6,1,0,129.4179751,3.584962501,6,134.0223923,56,22
n-butyl sulfide,dibutyl sulfide,CCCCSCCCC,"green, grassy, violet-leaf ",1,Alliaceaous,5.656854249,0,0,0.313732835,0,0,27,2200.24572,1407.603155,2.595082707,22.41690065,32.06099799,37.83229392,26,4,6.949747468,14.06350499,0.520870555,27.74218932,96,0,4.833333333,0.206896552,4,8.01,0,1,0,1.086048612,139.93,63.41695585,16.82976754,8,28.262274,20.517726,0,6,3.3198,0.174198696,8,1,0,165.4333652,4,8,146.1129216,120,30
ethyl- 3-(furfurylthio)propionate,ethyl 3-(furfurylthio)propionate,CCOC(=O)CCSCC1=CC=CO1,"Onion, garlic, sulfuraceous",1,Alliaceaous,10.00888474,0,0,0.222428189,5,5,28,3252.613709,1612.774786,1.877094306,40.96359612,32.06099829,256.340644,28,4,10.22576835,17.12424669,0.611580239,57.08002796,221,0,6.833333333,0.12195122,13.75,14.04,0.178571429,4,0,1.547457159,161.96,87.81356242,27.41792455,14,31.341102,20.844898,1,6,2.466,0.318062699,10,1,39.44,195.2301807,4.807354922,14,214.0663653,387,60
4-methyl thiazole,4-methyl thiazole,CC1=CSC=N1,"alliaceous, ripe,nutty",1,Alliaceaous,4.352030487,0,0,0.399872143,5,5,11,1806.176453,912.4563802,2.18410557,5.422547484,32.0622449,111.1085055,11,1,4.405777394,7.299587828,0.663598893,8.82187003,29,0,3.233333333,0.154639175,7.5,6.02,0.454545455,2,0,1.67673703,74.09,40.65635649,11.57549817,6,14.013965,8.616035,1,0,1.45152,0.341269841,3,0.5,12.89,78.71680807,3.584962501,6,99.01427016,26,26
Dipropyl disulfide,onion oil,CCCSSCCC,"obnoxious,sulfide,onion",1,Alliaceaous,4.949747468,0,0,0.334183486,0,0,22,2935.496822,1908.701876,2.530060457,14.04240854,32.16050681,31.509775,21,4,6.242640687,12.16690413,0.553041097,21.83635335,74,0,4.666666667,0.214285714,3.5,7.02,0,2,0,1.240670532,128.1,60.21014374,14.83110795,7,25.155102,16.504898,0,5,3.1878,0.19239229,7,0.75,0,149.3504192,3.807354922,7,150.0536924,84,26
1-(propyltrisulfanyl)propane,dipropyl trisulfide,CCCSSSCCC,"sulfureous,alliaceous,pungent",1,Alliaceaous,5.656854249,0,0,0.313732835,0,0,23,3963.340422,2517.495197,2.595082707,15.56017299,32.20218378,41.56763142,22,4,6.949747468,13.35395888,0.580606908,27.74218932,96,0,5.5,0.181818182,4,8.03,0,3,0,1.324969286,144.45,69.73321585,16.82976754,8,28.055102,16.504898,0,6,3.836,0.174198696,8,1,0,167.8594437,4,8,182.0257634,120,30
methanethiol,methane mercaptan,CS,"Vegetable oil, alliaceous, eggy",1,Alliaceaous,0,0,0,0.707106781,0,0,6,1176.171977,790.5222088,1,0.800640605,32.0606035,2,5,0,2,3.27071036,0.545118393,1,2,0,1.333333333,1,0.5,1.01,0,1,1,1.251629167,41.3,19.89431769,3,1,7.237172,6.472828,0,0,0.546,0,1,0,0,44.36146865,1,1,48.00337113,1,2
2-methyl-3-(methylthio)furan,dimethylthiofuran,CC1=C(C=CO1)SC,"spicy,pungent,alliaceous",1,Alliaceaous,5.725803935,0,0,0.332866804,5,5,16,2157.524839,1130.498606,2.303026599,9.344485927,32.06110277,168.7913934,16,1,5.983127663,10.06916507,0.629322817,15.75721258,51,0,4.166666667,0.24,9,8.02,0.3125,2,0,1.530639062,98.16,53.07872664,15.46523806,8,19.056344,12.221656,1,1,2.30992,0.421626984,4,1,13.14,111.1022449,4,8,128.0295859,61,36
bis(methylthio)methane,truffle sulfide,CSCSC,"pungent, metallic, alliaceous",1,Alliaceaous,2.828427125,0,0,0.430940108,0,0,13,2496.608075,1595.768145,2.190609687,3.328440831,32.06261203,12.36452798,12,0,4.121320344,7.541420721,0.580109286,8.288215752,24,0,3.166666667,0.315789474,2,4.02,0,2,0,1.334679141,85.83,41.71535531,8.849873734,4,16.144344,12.945656,0,2,1.6699,0.261574074,4,1,0,97.46246357,3,4,108.0067423,20,14
2-[(methyldisulfanyl)methyl]furan,methyl furfuryl disulfide,CSSCC1=CC=CO1,"roasted coffee, sulfurous,cooked meat",1,Alliaceaous,6.363961031,0,0,0.303739597,5,5,17,3185.368439,1674.79538,1.9786517,12.55364301,32.1605595,148.1012865,17,1,6.527097737,11.25621982,0.662130578,22.78262294,86,0,5,0.1,9,9.03,0.294117647,3,0,1.64571137,114.51,62.60179875,17.59254002,9,21.956344,12.221656,1,3,2.7908,0.26537037,6,1,13.14,129.6112693,4.169925001,9,160.0016569,99,38
"1,4-dithiane",p-dithane,C1CSCCS1,"seafood-like,solvent,garlic",1,Alliaceaous,4.242640687,0,0,0.40824829,0,0,14,2640.872196,1608.388483,2,5.475492563,32.06202271,21.01955001,14,4,4.242640687,8.541420721,0.61010148,9,36,0,3.666666667,0,3,6.02,0.428571429,2,0,1.378783493,89.06,47.07446627,11.8125,6,17.814344,12.945656,1,0,1.4664,0,3,0,0,102.4019898,3.584962501,6,120.0067423,27,24
3-carene,carene,CC1=CCC2C(C1)C2(C)C,"citrus, terpenic,herbal",3,Citrus,8.04174241,0,0,0.280425192,0,0,26,1458.898234,745.0215938,2.036709021,21.36430104,12.30011555,186.2149912,27,3,7.353371151,14.33462243,0.551331632,22.21606521,84,0,5,0.3,6.5,31,0.269230769,0,0,0.961236605,125.74,63.32246472,19.76989887,11,27.368688,16.051312,2,0,2.9987,0.704612795,5,0.666666667,0,154.1669343,4.459431619,11,136.1252005,108,58
4-methyl-1-(6-methylhept-5-en-2-yl)cyclohex-3-en-1-ol,beta bisabolol,CC1=CCC(CC1)(C(C)CCC=C(C)C)O,"citrus, floral, tangy",3,Citrus,11.84857676,0,0,0.207194407,0,0,42,2446.34748,1268.983042,2.312113662,58.02042949,16.00204571,283.8100768,42,4,12.18179828,22.75856055,0.541870489,63.07732566,238,0,7.833333333,0.29787234,10.25,16.01,0.142857143,1,1,1.087203337,208.62,100.2576372,30.97314807,16,43.188618,26.083382,1,4,4.2302,0.637453814,10,1,20.23,259.1570874,5,16,222.1983655,485,76
"3,7-dimethyloct-6-enenitrile",citronellyl nitrile,CC(CCC=C(C)C)CC#N,"fresh,lemon, metallic",3,Citrus,7.399237211,0,0,0.279327862,0,0,28,1656.110347,839.0578467,3.09962083,32.78002243,14.05417027,158.2018156,27,3,8.690234444,15.3634999,0.548696425,36.59051034,122,0,5.4,0.351851852,9.25,10.01,0,1,0,1.139278163,148.84,69.72670671,20.4861167,10,29.135481,17.624519,0,4,3.28258,0.477839449,8,1,23.79,184.6036949,4.321928095,10,151.1360995,194,42
beta-cubebene,beta-cubebene,CC1CCC(C2C13C2C(=C)CC3)C(C)C,"citrus, fruity, radish",3,Citrus,12.11178535,0,0,0.218482272,0,0,39,2188.347351,1117.532391,1.883010754,42.96402218,12.30989217,301.1601712,41,3,10.79252874,21.50193365,0.551331632,44.02738314,160,0,7.5,0.266666667,9.5,79,0.256410256,0,0,0.961236605,185.33,94.14134414,30.36726496,17,41.053032,24.076968,3,1,4.2709,0.610513416,6,1,0,228.2904015,5.087462841,17,204.1878008,319,90
z-4-oxo-7-decenal,z-4 decenal,CCC=CCCC(=O)CCC=O,"citrus, aldehydic,orange",3,Citrus,7.887564393,0,0,0.254731351,0,0,28,1970.834236,960.0002469,3.02387522,40.76940784,16.01115617,159.2215146,27,1,9.234204519,15.76422064,0.56300788,45.5558592,163,0,5.666666667,0.205882353,10,11.02,0,2,0,1.263809174,150.6,73.65717123,22.65054885,11,28.972688,17.787312,0,7,2.281,0.313111147,10,1,34.14,191.1873882,4.459431619,11,168.1150298,262,44
